address,category,city,customer_company,shippers_company,customer,country,order_date,order_id,phone,postal_code,product,state_province,discount,freight,quantity,qunatity_per_unit,unit_cost,unit_price,unit_price_products,units_in_stock,unit_on_order,sales,profit,city_and_country
Berliner Platz 43,Приправы,Мюнхен,Мюнхенские традиции,ТрансАвтоГруз,Dieter K?ln,Германия,2006-08-25,10267,089-0877310,80805,Имбирь,,0.0,49.7,50,1,16.34,18.71,18.4,123,0,935.5,118.5,"Мюнхен, Германия"
"C/ Moralzarzal, 86",Фрукты,Мадрид,Мясной базар,ТрансСервис,Filem?n,Испания,2006-08-25,11078,(91) 555 94 44,28023,Апельсин,,0.05,50.0,10,10,16.17,18.9,19.0,17,40,189.0,27.3,"Мадрид, Испания"
"67, avenue de l'Europe",Фрукты,Версаль,Верный,ТрансСервис,Philippe de Laval,Франция,2006-08-25,10858,30.59.84.10,78000,Ананас,,0.0,71.69,4,15,24.98,30.56,29.0,15,10,122.24,22.32,"Версаль, Франция"
"C/ Moralzarzal, 86",Овощи,Мадрид,Мясной базар,ТрансСервис,Filem?n,Испания,2006-08-25,11078,(91) 555 94 44,28023,Помидор,,0.05,50.0,25,20,15.45,19.5,20.0,13,70,487.5,101.25,"Мадрид, Испания"
"67, avenue de l'Europe",Кондитерские изделия,Версаль,Верный,ТрансСервис,Philippe de Laval,Франция,2006-08-25,10858,30.59.84.10,78000,Пирожное с черносливом,,0.0,71.69,10,1,36.06,43.35,43.9,49,0,433.5,72.9,"Версаль, Франция"
"67, avenue de l'Europe",Крупы,Версаль,Верный,ТрансСервис,Philippe de Laval,Франция,2006-08-25,10858,30.59.84.10,78000,Гречневая крупа,,0.0,71.69,5,40,33.11,42.86,40.0,15,0,214.3,48.75,"Версаль, Франция"
Magazinweg 7,Фрукты,Франкфурт,ВАРП АГ,ТрансАвтоГруз,Klaus Deum,Германия,2006-08-26,10862,069-0245984,60528,Киви,,0.0,76.44,25,25,21.1,27.34,28.0,22,30,683.5,156.0,"Франкфурт, Германия"
35 King George,Кондитерские изделия,Лондон,Продуктовый магазин,ТрансАвтоГруз,Greg Thatcher,Англия,2006-08-26,10804,(171) 555-0297,WX1 6LT,Десерт творожный,,0.15,25.71,4,1,15.43,18.85,20.0,10,60,75.4,13.68,"Лондон, Англия"
Magazinweg 7,Мясо/Птица,Франкфурт,ВАРП АГ,ТрансАвтоГруз,Klaus Deum,Германия,2006-08-26,10862,069-0245984,60528,Говядина,,0.0,76.44,8,14,70.81,85.44,80.0,38,0,683.52,117.04,"Франкфурт, Германия"
35 King George,Крупы,Лондон,Продуктовый магазин,ТрансАвтоГруз,Greg Thatcher,Англия,2006-08-26,10804,(171) 555-0297,WX1 6LT,Рис,,0.0,25.71,24,1,36.81,45.43,45.6,26,0,1090.32,206.88,"Лондон, Англия"
35 King George,Приправы,Лондон,Продуктовый магазин,ТрансАвтоГруз,Greg Thatcher,Англия,2006-08-26,10804,(171) 555-0297,WX1 6LT,Кориандр,,0.0,25.71,36,20,6.2,7.1,7.0,31,0,255.6,32.4,"Лондон, Англия"
8 Johnstown Road,Кондитерские изделия,Корк,Волынка,ТрансАвтоГруз,Robert Bolero,Ирландия,2006-09-02,11002,2 967 542,125 80,Десерт низкокалорийный,,0.0,43.9,40,20,33.18,42.23,39.0,115,0,1689.2,362.0,"Корк, Ирландия"
8 Johnstown Road,Молочные продукты,Корк,Волынка,ТрансАвтоГруз,Robert Bolero,Ирландия,2006-09-02,11002,2 967 542,125 80,Творожный сырок,,0.15,43.9,15,14,5.17,5.8,6.0,20,0,87.0,9.45,"Корк, Ирландия"
8 Johnstown Road,Мясо/Птица,Корк,Волынка,ТрансАвтоГруз,Robert Bolero,Ирландия,2006-09-02,11002,2 967 542,125 80,Утка,,0.15,43.9,24,1,10.95,12.86,14.0,26,0,308.64,45.84,"Корк, Ирландия"
"Rua do Mercado, 12",Приправы,Резден,Да Санто,ТрансАвтоГруз,Mariah Erdi,Бразилия,2006-09-02,10874,(14) 555-8122,08737-363,Кориандр,,0.0,21.48,10,20,6.2,6.6,7.0,31,0,66.0,4.0,"Резден, Бразилия"
8 Johnstown Road,Приправы,Корк,Волынка,ТрансАвтоГруз,Robert Bolero,Ирландия,2006-09-02,11002,2 967 542,125 80,Корица,,0.0,43.9,56,25,21.11,25.34,25.0,24,0,1419.04,236.88,"Корк, Ирландия"
?kergatan 24,Фрукты,Брёке,Галамарт,ТрансАвтоГруз,Linda Haglund,Швеция,2006-09-06,10880,0695-34 67 21,S-844 67,Ананас,,0.2,74.98,50,15,24.98,29.17,29.0,15,10,1458.5,209.5,"Брёке, Швеция"
Luisenstr. 48,Овощи,Мюнстер,Бомбастик,ТрансАвтоГруз,Heinz Disco,Германия,2006-09-06,10879,0251-031259,44087,Чеснок,,0.0,69.5,10,40,8.68,10.9,10.05,76,0,109.0,22.2,"Мюнстер, Германия"
Luisenstr. 48,Овощи,Мюнстер,Бомбастик,ТрансАвтоГруз,Heinz Disco,Германия,2006-09-06,10879,0251-031259,44087,Перец чили,,0.0,69.5,10,2,304.7,430.53,399.0,57,0,4305.3,1258.3,"Мюнстер, Германия"
?kergatan 24,Кондитерские изделия,Брёке,Галамарт,ТрансАвтоГруз,Linda Haglund,Швеция,2006-09-06,10880,0695-34 67 21,S-844 67,Шоколад Снежинка,,0.2,74.98,30,20,22.24,27.03,26.5,113,0,810.9,143.7,"Брёке, Швеция"
?kergatan 24,Мясо/Птица,Брёке,Галамарт,ТрансАвтоГруз,Linda Haglund,Швеция,2006-09-06,10880,0695-34 67 21,S-844 67,Индейка,,0.2,74.98,30,100,7.43,8.31,9.0,61,0,249.3,26.4,"Брёке, Швеция"
Luisenstr. 48,Приправы,Мюнстер,Бомбастик,ТрансАвтоГруз,Heinz Disco,Германия,2006-09-06,10879,0251-031259,44087,Имбирь,,0.0,69.5,12,1,16.34,17.53,18.4,123,0,210.36,14.28,"Мюнстер, Германия"
Vinb?ltet 34,Кондитерские изделия,Копенгаген,Род и Вит,ТрансАвтоГруз,Preben Elkjaer,Дания,2006-09-13,10892,31 12 34 56,1734,Чупа-Чупс,,0.05,40.44,40,105,6.69,8.34,8.5,79,0,333.6,66.0,"Копенгаген, Дания"
Maubelstr. 90,Фрукты,Бранденбург,Дешево,ТрансАвтоГруз,Dieter Rummernige,Германия,2006-09-14,10893,0555-09876,14776,Абрикос,,0.0,68.97,10,100,3.9,4.7,4.5,20,0,47.0,8.0,"Бранденбург, Германия"
Maubelstr. 90,Овощи,Бранденбург,Дешево,ТрансАвтоГруз,Dieter Rummernige,Германия,2006-09-14,10893,0555-09876,14776,Картофель Сорт 1,,0.0,68.97,30,20,16.14,20.11,20.0,6,0,603.3,119.1,"Бранденбург, Германия"
Maubelstr. 90,Морепродукты,Бранденбург,Дешево,ТрансАвтоГруз,Dieter Rummernige,Германия,2006-09-14,10893,0555-09876,14776,Креветки,,0.0,68.97,24,1,100.74,126.28,123.79,0,0,3030.72,612.96,"Бранденбург, Германия"
Maubelstr. 90,Приправы,Бранденбург,Дешево,ТрансАвтоГруз,Dieter Rummernige,Германия,2006-09-14,10893,0555-09876,14776,Прованские травы,,0.0,68.97,35,1,22.71,27.4,25.89,10,0,959.0,164.15,"Бранденбург, Германия"
Maubelstr. 90,Приправы,Бранденбург,Дешево,ТрансАвтоГруз,Dieter Rummernige,Германия,2006-09-14,10893,0555-09876,14776,Тмин,,0.0,68.97,20,20,6.45,7.39,8.0,112,0,147.8,18.8,"Бранденбург, Германия"
Vinb?ltet 34,Фрукты,Копенгаген,Род и Вит,ТрансАвтоГруз,Preben Elkjaer,Дания,2006-09-16,10900,31 12 34 56,1734,Ананас,,0.25,32.36,3,15,24.98,30.76,29.0,15,10,92.28,17.34,"Копенгаген, Дания"
"Piso 20-A""",Приправы,Буэнос Айрес,Лос Эспадрильйос Фантастикос,ТрансАвтоГруз,Don Gerardo,Аргентина,2006-09-16,10898,(1) 135-5333,1010,Корица,,0.0,29.47,5,25,21.11,23.29,25.0,24,0,116.45,10.9,"Буэнос Айрес, Аргентина"
?kergatan 24,Кондитерские изделия,Брёке,Галамарт,ТрансАвтоГруз,Linda Haglund,Швеция,2006-09-19,10902,0695-34 67 21,S-844 67,Десерт низкокалорийный,,0.15,67.01,30,20,33.18,42.44,39.0,115,0,1273.2,277.8,"Брёке, Швеция"
?kergatan 24,Кондитерские изделия,Брёке,Галамарт,ТрансАвтоГруз,Linda Haglund,Швеция,2006-09-19,10902,0695-34 67 21,S-844 67,Шоколад Молочное Чудо,,0.15,67.01,6,30,25.39,28.0,29.3,17,0,168.0,15.66,"Брёке, Швеция"
"Suite 3B""",Кондитерские изделия,Сиэттл,Нирвана,ТрансАвтоГруз,Alice Chain,США,2006-09-20,10904,(206) 555-4112,98128,Шоколад Молочное Чудо,Washington,0.0,72.68,35,30,25.39,26.7,29.3,17,0,934.5,45.85,"Сиэттл, США"
"Suite 3B""",Приправы,Сиэттл,Нирвана,ТрансАвтоГруз,Alice Chain,США,2006-09-20,10904,(206) 555-4112,98128,Бадьян,Washington,0.0,72.68,15,20,37.17,44.69,48.25,62,0,670.35,112.8,"Сиэттл, США"
"25, rue Lauriston",Фрукты,Париж,Замок Вилль,ТрансСервис,Andr? Millard,Франция,2006-09-21,10907,(1) 47.55.60.10,75016,Хурма,,0.0,72.85,14,1,6.61,7.68,7.75,125,0,107.52,14.98,"Париж, Франция"
Walserweg 21,Фрукты,Аахен,Дикси,ТрансАвтоГруз,Lars von Holstein,Германия,2006-09-22,10363,0241-039123,52066,Хурма,,0.0,36.54,12,1,6.61,8.06,7.75,125,0,96.72,17.4,"Аахен, Германия"
Walserweg 21,Фрукты,Аахен,Дикси,ТрансАвтоГруз,Lars von Holstein,Германия,2006-09-22,10363,0241-039123,52066,Груша,,0.0,36.54,20,20,7.53,9.3,8.5,0,70,186.0,35.4,"Аахен, Германия"
"Alameda dos Can?rios, 891",Овощи,Сан Паоло,Все для Кухни,ТрансАвтоГруз,Jorge Alemaio,Бразилия,2006-09-22,10913,(11) 555-1189,05487-020,Огурец,,0.25,40.33,30,15,19.34,23.66,22.0,53,0,709.8,129.6,"Сан Паоло, Бразилия"
Walserweg 21,Овощи,Аахен,Дикси,ТрансАвтоГруз,Lars von Holstein,Германия,2006-09-22,10363,0241-039123,52066,Перец чили,,0.0,36.54,12,2,304.7,432.53,399.0,57,0,5190.36,1533.96,"Аахен, Германия"
"Alameda dos Can?rios, 891",Кондитерские изделия,Сан Паоло,Все для Кухни,ТрансАвтоГруз,Jorge Alemaio,Бразилия,2006-09-22,10913,(11) 555-1189,05487-020,Десер Фруктовый,,0.25,40.33,40,25,20.2,23.27,25.5,112,0,930.8,122.8,"Сан Паоло, Бразилия"
"Alameda dos Can?rios, 891",Приправы,Сан Паоло,Все для Кухни,ТрансАвтоГруз,Jorge Alemaio,Бразилия,2006-09-22,10913,(11) 555-1189,05487-020,Бадьян,,0.0,40.33,15,20,37.17,51.63,48.25,62,0,774.45,216.9,"Сан Паоло, Бразилия"
Avda. Azteca 123,Кондитерские изделия,Мехико,Дон Педро,АвтоЛогистика,Peloto Gomez,Мексика,2006-09-23,10915,(5) 555-2933,5033,Десер Фруктовый,,0.0,24.52,30,25,20.2,26.27,25.5,112,0,788.1,182.1,"Мехико, Мексика"
Avda. Azteca 123,Кондитерские изделия,Мехико,Дон Педро,АвтоЛогистика,Peloto Gomez,Мексика,2006-09-23,10915,(5) 555-2933,5033,Десерт медовый,,0.0,24.52,10,24,30.27,37.08,35.45,21,0,370.8,68.1,"Мехико, Мексика"
Avda. Azteca 123,Морепродукты,Мехико,Дон Педро,АвтоЛогистика,Peloto Gomez,Мексика,2006-09-23,10915,(5) 555-2933,5033,Кальмары,,0.0,24.52,10,36,19.35,27.45,25.0,0,0,274.5,81.0,"Мехико, Мексика"
"Rambla de Catalu?a, 23",Мясо/Птица,Барселона,Магазин распродаж,ТрансСервис,Jusep del pep,Испания,2006-09-23,10426,(93) 203 4560,8022,Фарш говяжий,,0.0,26.05,7,1,29.25,33.32,33.25,22,80,233.24,28.49,"Барселона, Испания"
"Rambla de Catalu?a, 23",Мясо/Птица,Барселона,Магазин распродаж,ТрансСервис,Jusep del pep,Испания,2006-09-23,10426,(93) 203 4560,8022,Свинина,,0.0,26.05,5,15,34.17,36.29,38.0,21,10,181.45,10.6,"Барселона, Испания"
Luisenstr. 48,Овощи,Мюнстер,Бомбастик,ТрансАвтоГруз,Heinz Disco,Германия,2006-09-24,10367,0251-031259,44087,Чеснок,,0.0,56.88,15,40,8.68,9.41,10.05,76,0,141.15,10.95,"Мюнстер, Германия"
Luisenstr. 48,Овощи,Мюнстер,Бомбастик,ТрансАвтоГруз,Heinz Disco,Германия,2006-09-24,10367,0251-031259,44087,Свекла,,0.0,56.88,7,1,10.95,14.23,13.0,32,0,99.61,22.96,"Мюнстер, Германия"
Luisenstr. 48,Кондитерские изделия,Мюнстер,Бомбастик,ТрансАвтоГруз,Heinz Disco,Германия,2006-09-24,10367,0251-031259,44087,Десерт медовый,,0.0,56.88,18,24,30.27,37.37,35.45,21,0,672.66,127.8,"Мюнстер, Германия"
Luisenstr. 48,Молочные продукты,Мюнстер,Бомбастик,ТрансАвтоГруз,Heinz Disco,Германия,2006-09-24,10367,0251-031259,44087,Кефир,,0.0,56.88,36,12,6.76,7.56,8.0,111,0,272.16,28.8,"Мюнстер, Германия"
Strada Provinciale 124,Приправы,Реджио Эмилия,Фуд дисконт,ТрансСервис,Anna Bella,Италия,2006-09-24,10428,0522-556721,42100,Укроп,,0.0,65.62,20,40,9.07,12.07,12.0,95,0,241.4,60.0,"Реджио Эмилия, Италия"
Berliner Platz 43,Фрукты,Мюнхен,Мюнхенские традиции,ТрансАвтоГруз,Dieter K?ln,Германия,2006-09-25,10859,089-0877310,80805,Абрикос,,0.25,64.1,40,100,3.9,4.51,4.5,20,0,180.4,24.4,"Мюнхен, Германия"
Berliner Platz 43,Кондитерские изделия,Мюнхен,Мюнхенские традиции,ТрансАвтоГруз,Dieter K?ln,Германия,2006-09-25,10859,089-0877310,80805,Десерт медовый,,0.25,64.1,35,24,30.27,35.86,35.45,21,0,1255.1,195.65,"Мюнхен, Германия"
Berliner Platz 43,Мясо/Птица,Мюнхен,Мюнхенские традиции,ТрансАвтоГруз,Dieter K?ln,Германия,2006-09-25,10859,089-0877310,80805,Фарш говяжий,,0.25,64.1,30,1,29.25,35.0,33.25,22,80,1050.0,172.5,"Мюнхен, Германия"
Ave. 5 de Mayo Porlamar,Кондитерские изделия,Иль де Маргарит,Эль Пирата,ТрансАвтоГруз,Andr?s Barbanegra,Венесуэла,2006-09-26,10919,(8) 34-56-12,4980,Печенье сдобное,,0.0,58.44,24,24,7.33,10.09,9.45,29,0,242.16,66.24,"Иль де Маргарит, Венесуэла"
Ave. 5 de Mayo Porlamar,Кондитерские изделия,Иль де Маргарит,Эль Пирата,ТрансАвтоГруз,Andr?s Barbanegra,Венесуэла,2006-09-26,10919,(8) 34-56-12,4980,Пирожное Медовик,,0.0,58.44,24,1,10.85,12.73,14.0,76,0,305.52,45.12,"Иль де Маргарит, Венесуэла"
Ave. 5 de Mayo Porlamar,Приправы,Иль де Маргарит,Эль Пирата,ТрансАвтоГруз,Andr?s Barbanegra,Венесуэла,2006-09-26,10919,(8) 34-56-12,4980,Имбирь,,0.0,58.44,20,1,16.34,20.0,18.4,123,0,400.0,73.2,"Иль де Маргарит, Венесуэла"
"Gran V?a, 1",Кондитерские изделия,Мадрил,Фруктовый карнавал,ТрансСервис,Emilio Ilegal,Испания,2006-09-26,10917,(91) 745 6200,28001,Сладкий снек,,0.0,21.46,10,53,4.44,4.69,5.0,19,0,46.9,2.5,"Мадрил, Испания"
"Gran V?a, 1",Приправы,Мадрил,Фруктовый карнавал,ТрансСервис,Emilio Ilegal,Испания,2006-09-26,10917,(91) 745 6200,28001,Прованские травы,,0.0,21.46,1,1,22.71,26.2,25.89,10,0,26.2,3.49,"Мадрил, Испания"
Berguvsv?gen 8,Фрукты,Лулеа,Магазин для всей семьи,ТрансАвтоГруз,Urra Gurra Aktersnurra,Швеция,2006-09-30,10924,0921-12 34 65,S-958 22,Хурма,,0.0,31.99,6,1,6.61,7.44,7.75,125,0,44.64,4.98,"Лулеа, Швеция"
"Alameda dos Can?rios, 891",Кондитерские изделия,Сан Паоло,Все для Кухни,ТрансАвтоГруз,Jorge Alemaio,Бразилия,2006-09-30,10868,(11) 555-1189,05487-020,Пирожное Восточное,,0.0,24.03,20,1,26.13,33.32,31.23,15,0,666.4,143.8,"Сан Паоло, Бразилия"
"Alameda dos Can?rios, 891",Кондитерские изделия,Сан Паоло,Все для Кухни,ТрансАвтоГруз,Jorge Alemaio,Бразилия,2006-09-30,10868,(11) 555-1189,05487-020,Десерт творожный,,0.1,24.03,42,1,15.43,19.47,20.0,10,60,817.74,169.68,"Сан Паоло, Бразилия"
